1132(依據114/03/14在學學生資料-不含交換生及休學生),Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27
學年度,學校代碼,學校名稱,日夜別,等級別,科系代碼,科系名稱,學生數總計,,,一年級,,二年級,,三年級,,四年級,,五年級,,六年級,,七年級,,八年級,,延修生,
,,,,,,,計,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女
YEAR,SCODE,SNAME,DNS,LEVEL,EDU_CODE,BNAME,T,M,F,M1,F1,M2,F2,M3,F3,M4,F4,M5,F5,M6,F6,M7,F7,M8,F8,M9,F9
113,8,國立中央大學,,,TOTAL,全校班級,12053,7585,4468,2459,1433,2256,1367,1327,797,1203,700,209,104,67,35,59,30,5,2,169,89
113,8,國立中央大學,D,1,SUBT1,學士班           共計,6120,3780,2340,923,569,898,603,922,562,934,547,86,51,16,8,0,0,1,0,103,59
113,8,國立中央大學,D,D,1146,    中國文學系,185,51,134,10,37,10,30,15,28,13,31,2,7,1,1,0,0,0,0,3,8
113,8,國立中央大學,D,D,1150,    英美語文學系,186,58,128,11,32,18,27,12,30,15,36,2,3,0,0,0,0,0,0,2,3
113,8,國立中央大學,D,D,1152,    法國語文學系,186,36,150,10,31,8,40,5,35,12,34,1,8,0,2,0,0,0,0,1,10
113,8,國立中央大學,D,D,15182,    文學院學士班,77,19,58,6,13,6,16,2,12,4,15,1,2,0,0,0,0,0,0,1,2
113,8,國立中央大學,D,D,1162,    數學系,300,223,77,55,23,51,19,59,14,51,19,7,2,0,0,0,0,0,0,7,2
113,8,國立中央大學,D,D,1165,    物理學系,181,137,44,35,10,31,10,38,13,33,10,0,1,0,0,0,0,0,0,0,1
113,8,國立中央大學,D,D,1168,    化學學系,146,72,74,16,17,14,18,19,18,19,21,3,0,1,0,0,0,0,0,4,0
113,8,國立中央大學,D,D,5470,    光電科學與工程學系,202,153,49,40,4,38,15,34,13,34,17,7,0,0,0,0,0,0,0,7,0
113,8,國立中央大學,D,D,7077,    理學院學士班,74,49,25,14,6,11,7,10,5,11,7,1,0,2,0,0,0,0,0,3,0
113,8,國立中央大學,D,D,1186,    土木工程學系,344,266,78,73,18,63,17,59,25,64,17,7,1,0,0,0,0,0,0,7,1
113,8,國立中央大學,D,D,1190,    機械工程學系,531,444,87,113,22,106,20,107,21,110,21,7,1,1,2,0,0,0,0,8,3
113,8,國立中央大學,D,D,1183,    化學工程與材料工程學系,215,152,63,33,11,32,21,38,17,44,14,5,0,0,0,0,0,0,0,5,0
113,8,國立中央大學,D,D,14515,    工學院學士班,99,71,28,17,8,18,7,15,11,19,2,2,0,0,0,0,0,0,0,2,0
113,8,國立中央大學,D,D,1205,    企業管理學系,412,178,234,46,64,42,58,41,57,38,50,9,5,2,0,0,0,0,0,11,5
113,8,國立中央大學,D,D,1209,    資訊管理學系,410,236,174,53,52,54,43,62,37,60,39,5,3,2,0,0,0,0,0,7,3
113,8,國立中央大學,D,D,1216,    財務金融學系,265,120,145,26,36,32,38,28,31,31,37,2,3,1,0,0,0,0,0,3,3
113,8,國立中央大學,D,D,1213,    經濟學系,258,108,150,35,29,19,46,24,36,25,36,5,3,0,0,0,0,0,0,5,3
113,8,國立中央大學,D,D,1229,    電機工程學系,439,362,77,77,20,92,20,96,14,93,21,2,1,1,1,0,0,1,0,4,2
113,8,國立中央大學,D,D,1233,    資訊工程學系,419,336,83,77,19,83,25,89,19,83,18,2,2,2,0,0,0,0,0,4,2
113,8,國立中央大學,D,D,1237,    通訊工程學系,190,133,57,26,16,34,12,36,12,32,16,5,1,0,0,0,0,0,0,5,1
113,8,國立中央大學,D,D,14516,    資訊電機學院學士班,95,77,18,15,5,21,5,20,4,21,3,0,0,0,1,0,0,0,0,0,1
113,8,國立中央大學,D,D,1243,    大氣科學學系,122,62,60,16,13,12,14,12,21,20,11,2,1,0,0,0,0,0,0,2,1
113,8,國立中央大學,D,D,1246,    地球科學學系,179,117,62,36,14,26,16,24,17,31,13,0,2,0,0,0,0,0,0,0,2
113,8,國立中央大學,D,D,14765,    地球科學學院學士班,64,45,19,15,3,11,4,8,8,10,4,1,0,0,0,0,0,0,0,1,0
113,8,國立中央大學,D,D,15188,    太空科學與工程學系,128,96,32,24,7,23,7,22,11,24,7,3,0,0,0,0,0,0,0,3,0
113,8,國立中央大學,D,D,9250,    客家語文暨社會科學學系,135,35,100,8,29,8,28,9,20,8,19,2,3,0,1,0,0,0,0,2,4
113,8,國立中央大學,D,D,1177,    生命科學系,155,68,87,21,18,12,29,15,19,17,20,0,1,3,0,0,0,0,0,3,1
113,8,國立中央大學,D,D,10236,    生醫科學與工程學系,123,76,47,15,12,23,11,23,14,12,9,3,1,0,0,0,0,0,0,3,1
113,8,國立中央大學,D,2,SUBT2,碩士班           共計,3636,2350,1286,1086,584,962,500,200,128,101,74,1,0,0,0,0,0,0,0,1,0
113,8,國立中央大學,D,M,7073,    遙測科技碩士學位學程,23,16,7,8,2,6,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0
113,8,國立中央大學,D,M,1148,    中國文學系碩士班,62,29,33,4,5,8,8,6,12,11,8,0,0,0,0,0,0,0,0,0,0
113,8,國立中央大學,D,M,1151,    英美語文學系碩士班,32,10,22,1,2,4,6,2,6,3,8,0,0,0,0,0,0,0,0,0,0
113,8,國立中央大學,D,M,1153,    法國語文學系碩士班,8,2,6,0,1,0,0,1,1,1,4,0,0,0,0,0,0,0,0,0,0
113,8,國立中央大學,D,M,1155,    哲學研究所碩士班,19,11,8,1,4,2,2,3,2,5,0,0,0,0,0,0,0,0,0,0,0
113,8,國立中央大學,D,M,1157,    歷史研究所碩士班,38,28,10,10,4,6,3,5,2,7,1,0,0,0,0,0,0,0,0,0,0
113,8,國立中央大學,D,M,1159,    藝術學研究所碩士班,33,4,29,0,7,1,7,0,6,3,9,0,0,0,0,0,0,0,0,0,0
113,8,國立中央大學,D,M,1160,    學習與教學研究所碩士班,31,8,23,2,8,4,6,1,4,1,5,0,0,0,0,0,0,0,0,0,0
113,8,國立中央大學,D,M,9253,    亞際文化研究國際碩士學位學程(台灣聯合大學系統),12,1,11,0,4,1,1,0,2,0,4,0,0,0,0,0,0,0,0,0,0
113,8,國立中央大學,D,M,1164,    數學系碩士班,58,46,12,18,5,20,7,5,0,2,0,1,0,0,0,0,0,0,0,1,0
113,8,國立中央大學,D,M,1167,    物理學系碩士班,76,58,18,27,10,24,5,4,2,3,1,0,0,0,0,0,0,0,0,0,0
113,8,國立中央大學,D,M,1170,    化學學系碩士班,150,80,70,32,34,42,34,4,2,2,0,0,0,0,0,0,0,0,0,0,0
113,8,國立中央大學,D,M,1176,    統計研究所碩士班,55,40,15,21,7,18,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0
113,8,國立中央大學,D,M,1174,    光電科學與工程學系碩士班,184,152,32,67,15,59,12,18,4,8,1,0,0,0,0,0,0,0,0,0,0
113,8,國立中央大學,D,M,1172,    天文研究所碩士班,14,11,3,3,1,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
113,8,國立中央大學,D,M,9935,    光電科學與工程學系照明與顯示科技碩士班,12,11,1,4,1,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
113,8,國立中央大學,D,M,1188,    土木工程學系碩士班,171,120,51,63,28,46,19,7,4,4,0,0,0,0,0,0,0,0,0,0,0
113,8,國立中央大學,D,M,1192,    機械工程學系碩士班,297,252,45,118,21,111,19,18,5,5,0,0,0,0,0,0,0,0,0,0,0
113,8,國立中央大學,D,M,1185,    化學工程與材料工程學系碩士班,155,90,65,45,32,42,32,1,1,2,0,0,0,0,0,0,0,0,0,0,0
113,8,國立中央大學,D,M,1195,    環境工程研究所碩士班,62,42,20,22,7,14,8,5,4,1,1,0,0,0,0,0,0,0,0,0,0
113,8,國立中央大學,D,M,9932,    機械工程學系光機電工程碩士班,45,38,7,16,3,18,0,4,2,0,2,0,0,0,0,0,0,0,0,0,0
113,8,國立中央大學,D,M,1203,    能源工程研究所碩士班,32,24,8,11,5,11,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
113,8,國立中央大學,D,M,1200,    材料科學與工程研究所碩士班,49,32,17,16,10,15,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
113,8,國立中央大學,D,M,14902,    土木工程學系營建管理碩士班,17,13,4,11,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,8,國立中央大學,D,M,1207,    企業管理學系碩士班,123,56,67,23,35,27,27,5,5,1,0,0,0,0,0,0,0,0,0,0,0
113,8,國立中央大學,D,M,1211,    資訊管理學系碩士班,139,69,70,35,33,32,36,2,1,0,0,0,0,0,0,0,0,0,0,0,0
113,8,國立中央大學,D,M,1221,    產業經濟研究所碩士班,56,22,34,11,13,8,13,1,4,2,4,0,0,0,0,0,0,0,0,0,0
113,8,國立中央大學,D,M,1227,    工業管理研究所碩士班,59,33,26,16,13,17,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0
