category,list_title,list_date,url,detail_title,detail_date,detail_text
得獎訊息,1141學期書卷獎(1132學期成績優異)得獎名單,2025-09-25,https://www.csie.ncu.edu.tw/announcement/9adb2d76e4f3eac043de4a50998c7e27,1141學期書卷獎(1132學期成績優異)得獎名單,,"1141學期書卷獎(1132學期成績優異)得獎名單\n2025-09-25 14:20:33\n二年級\n彭琮瑋    黃姵琪    林宥宏    黃郁晟\n三年級\n賴姵妤    游婷安    陳俊瑋    張峪銓    陳思妤    陳霆翰\n四年級\n許哲瑋    羅宣祐    趙啟翔    陳玨嶧    張信富    姜泓緯\n所有獲獎同學請於\n9/30(二)前\n至系辦簽名確認撥帳資料。\n許哲瑋、趙啟翔、林宥宏、陳思妤、陳霆翰\n同學請至系辦補填""本人""之撥帳資料(若為銀行帳戶請提供存摺封面影本)，若為郵局帳戶請同時至以下路徑登錄:\nportal-便捷窗口-服務櫃台(iNCU)-教務專區-學籍/註冊-學籍登陸-Step3:其他非固定基本資料\n請確實核對姓名，以利製作獎狀，預計十月底前以電子證書方式發放，屆時請獲獎同學自行查收信箱。\n分享\n標籤"
得獎訊息,賀！周立德教授指導實驗室團隊參加臺灣網際網路研討會暨全國計算機會議榮獲最佳論文獎,2025-11-24,https://www.csie.ncu.edu.tw/announcement/31ffc9e31ca7526b6357ff89ef02f92e,賀！周立德教授指導實驗室團隊參加臺灣網際網路研討會暨全國計算機會議榮獲最佳論文獎,,賀！周立德教授指導實驗室團隊參加臺灣網際網路研討會暨全國計算機會議榮獲最佳論文獎\n2025-11-24 20:59:27\n【恭賀】周立德教授指導實驗室團隊專題生黃詠綺、曹佩怡，研究生黃思樺、連翊安參加\n臺灣網際網路研討會暨全國計算機會議 (TANET&NCS 2025)\n以「ZBFed：結合零信任與區塊鏈之聯邦式學習平台」榮獲\n最佳論文獎\n！\n會議官網：\nhttps://tanet2025.niu.edu.tw/\n分享\n標籤\n焦點新聞
得獎訊息,賀！張嘉惠教授指導實驗室團隊參加2025 ITSA全國大專校院程式設計極客挑戰賽榮獲佳作,2025-11-24,https://www.csie.ncu.edu.tw/announcement/6e1c8a98465e6aa38cd1a94d77f25e07,賀！張嘉惠教授指導實驗室團隊參加2025 ITSA全國大專校院程式設計極客挑戰賽榮獲佳作,,"賀！張嘉惠教授指導實驗室團隊參加2025 ITSA全國大專校院程式設計極客挑戰賽榮獲佳作\n2025-11-24 20:55:02\n【恭賀】張嘉惠教授指導實驗室團隊專題生許修齊、翁祺鈞參加2025 ITSA全國大專校院程式設計極客挑戰賽榮獲\n佳作\n，獎金5,000元！\n競賽官網：\nhttps://www.itsa.org.tw/itsacontest/2025/news.php?id=2\n獲獎名單：\nhttps://www.itsa.org.tw/itsacontest/2025/register/index.php\n分享\n標籤\n焦點新聞"
得獎訊息,賀！楊鎮華講座教授榮獲教育部第69屆學術獎,2025-10-20,https://www.csie.ncu.edu.tw/announcement/493649c96cb30eb2685cb37fd70e6fb1,賀！楊鎮華講座教授榮獲教育部第69屆學術獎,,賀！楊鎮華講座教授榮獲教育部第69屆學術獎\n2025-10-20 17:36:55\n【恭賀】楊鎮華講座教授榮獲\n教育部第69屆學術獎社會科學類科\n！\n學術獎頒贈對象為於國內積極從事學術研究，有重要貢獻或傑出成就並獲得學術界肯定者！\n獲獎名冊：\nhttps://reurl.cc/da6zlz\n分享\n標籤\n焦點新聞
得獎訊息,賀！楊鎮華講座教授榮獲耀114年傑出資訊人才獎,2025-10-03,https://www.csie.ncu.edu.tw/announcement/d6e2b49f45267e60c71cf3dde2e8e661,賀！楊鎮華講座教授榮獲耀114年傑出資訊人才獎,,賀！楊鎮華講座教授榮獲耀114年傑出資訊人才獎\n2025-10-03 21:36:25\n【恭賀】楊鎮華講座教授榮獲資通訊產業的至高榮耀114年傑出資訊人才獎！\nOutstanding ICT Elite Award\n獎項旨在評選出對台灣資訊產業有卓著貢獻的人才，鼓勵更多優秀人才積極投入科技研究與創新，帶動資訊產業的整體發展和提升其國際競爭力！\n詳細資訊：\nhttps://excellence.itmonth.org.tw/rwd/\n分享\n標籤\n焦點新聞
得獎訊息,1132學期書卷獎(1131學期成績優異)得獎名單,2025-09-25,https://www.csie.ncu.edu.tw/announcement/a64385d2b0e09c22e8046e8cbe639505,1132學期書卷獎(1131學期成績優異)得獎名單,,"1132學期書卷獎(1131學期成績優異)得獎名單\n2025-09-25 14:18:28\n一年級 陳則迦 林軒宇 黃姵琪 彭琮瑋\n二年級 陳揚盛 游婷安 陳俊瑋 賴姵妤 陳霆翰 劉蘊慈\n三年級 陳玨嶧 吳畬 鄧博元 曹佩怡 丁時揚\n四年級 吳尚璇 盧韋仲 范家齊 謝謹如 曹育瑄 陳昱翔 汪秉翔\n所有獲獎同學請於3/12(三)前至系辦簽名確認撥帳資料\n。\n陳則迦、鄧博元、彭琮瑋、陳霆翰\n同學請至系辦補填""本人""之撥帳資料(若為銀行帳戶請提供存摺封面影本)，若為\n郵局帳戶請同時至以下路徑登錄: portal-便捷窗口-服務櫃台(iNCU)-教務專區-學籍/註冊-學籍登陸-Step3:其他非固定基本資料\n。\n請確實核對姓名，以利製作獎狀，預計四月底前以電子證書方式發放，屆時請獲獎同學自行查收信箱。\n分享\n標籤"
得獎訊息,賀！鍾佳儒教授指導實驗室團隊參加CIBCB 2025榮獲最佳論文獎,2025-09-03,https://www.csie.ncu.edu.tw/announcement/cf0060fb2623dfd48e13a9afd309eeda,賀！鍾佳儒教授指導實驗室團隊參加CIBCB 2025榮獲最佳論文獎,,賀！鍾佳儒教授指導實驗室團隊參加CIBCB 2025榮獲最佳論文獎\n2025-09-03 11:32:25\n【恭賀】鍾佳儒教授參加 The IEEE Conference on Computational Intelligence in Bioinformatics and Computational Biology (CIBCB 2025) 以\nIntegrative Framework for Functional analysis of multiple Traditional Chinese Medicines based on transcriptome-driven systems biology and supervised learning strategy\n榮獲\n最佳論文獎\n！\n會議官網：\nhttps://smile.ee.ncku.edu.tw/cibcb2025/\n分享\n標籤\n焦點新聞
得獎訊息,賀！楊鎮華講座教授榮獲教育部114年師鐸獎,2025-07-24,https://www.csie.ncu.edu.tw/announcement/56d547428e67437aff70ee5be9aa6820,賀！楊鎮華講座教授榮獲教育部114年師鐸獎,,賀！楊鎮華講座教授榮獲教育部114年師鐸獎\n2025-07-24 17:37:25\n【恭賀】楊鎮華講座教授榮獲杏壇最高榮譽\n教育部114年師鐸獎\n！在教學及行政工作上孜孜奉獻，足堪為教育的典範！\n評選狀況：今年計有165名候選人，決審小組評審委員進行書面資料審查及面談，評選後選拔出師鐸獎72名獲獎者，其中大專校院11名獲獎。\n獲獎名單：\nhttps://excellentteacher.moe.edu.tw/\n分享\n標籤\n焦點新聞
得獎訊息,【獲獎名單公告】113學年度資工系大學部專題實驗競賽,2025-05-21,https://www.csie.ncu.edu.tw/announcement/7755cf0a5e77ce5dbfaacd2df968f785,【獲獎名單公告】113學年度資工系大學部專題實驗競賽,,【獲獎名單公告】113學年度資工系大學部專題實驗競賽\n2025-05-21 09:50:18\n113學年度大學部專題實驗競賽獲獎名單如下， 將在九月份開學的助教心得分享會舉行頒獎，屆時請得獎學生出席頒獎。\n第一名：陳昱翔同學（系統組及AI組）\n專題名稱：SmartGraph：面向彈性協作的訊息隔離型 Multi-Agent框架\n指導教授：林家瑜老師\n第二名：張祐嘉、劉俊吾、張耘碩、王廷安同學（ AI組）\n專題名稱：中文學術論文 AI 生成與改寫辨識工具 -  基於 Agentic RAG 的 AI 偵測系統\n指導教授：楊鎮華老師\n第三名：詹惟勻、許紹芃同學（系統組及AI組）\n專題名稱：Toward an AI-Powered Personalized Chronic Wound Analytics and Care Guidance System for Telemedicine\n指導教授：鍾佳儒老師\n佳作1：葛亭妤、蔡承恩同學（系統組及AI組）\n專題名稱：A CNN-Transformer-Based System for Predicting Multidrug Resistance in ESKAPE Pathogens\n指導教授：洪炯宗老師\n佳作2：王文和同學（ AI組）\n專題名稱：字生字：漢字字形補全系統\n指導教授：蘇柏齊老師\n佳作3：張信富、趙啟翔、鄧博元同學（ AI組）\n專題名稱：基於多專業嵌入模型之裁判書檢索方法\n指導教授：蔡宗翰老師\n佳作4：張高睿、詹宸安同學（ AI組）\n專題名稱：影像生成在遠距離船隻辨識的應用\n指導教授：林家瑜老師\n最佳創意獎及入選獎：\n最佳創意獎1：丁時揚、陳玨嶧同學（系統組）\n專題名稱：Cost-Effective Janus Attack Gateway for CAN bus\n指導教授：許富皓老師\n最佳創意獎2：吳柏諺、王嘉信同學（系統組及AI組）\n專題名稱：R.E.A.D.：基於增強檢索生成的閱讀輔助系統\n指導教授：周立德老師\n最佳創意獎3：姚傑瀧、宋維翔、洪正豪同學（系統組及AI組）\n專題名稱：Targeting Precision Medicine through Explainable AI on Gene Expression Profiles for Cancer Drug Response Prediction\n指導教授：鍾佳儒老師\n最佳創意獎4：李宇翔、陳昌佑同學（系統組及AI組）\n專題名稱：智慧海灘守護者- 基於ROS2的沙灘自主垃圾清掃解決方案\n指導教授：蘇木春老師\n入選獎1：張宸瑋、沈哲寬、洪佳宇同學（系統組及AI組）\n專題名稱：Schemind: 結合 RAG + BrowserUse + File System的多模組學習型任務助理\n指導教授：張嘉惠老師\n入選獎2：詹閏鈞、林硯白同學（ AI組）\n專題名稱：From Structured Prompts to Open Narratives: Measuring Gender Bias in LLMs Through Open-Ended Storytelling\n指導教授：陳弘軒老師\n入選獎3：張巧柔同學 （ AI組）\n專題名稱：大字裡行間的溫暖 - 利用 RoBERTa 模型分析 PTT 美容保養板之同理心展現與語言特徵\n指導教授：蔡宗翰老師\n入選獎4：許高銘同學（系統組）\n專題名稱：針對惡意程式的規避行為檢測工具\n指導教授：許富皓老師\n入選獎5：許煜祥、莊承儒同學（系統組及AI組）\n專題名稱：實時道路偵測示警系統 R.I.D.E. (Realtime Identification for Driving Environment)\n指導教授：陳弘軒老師\n入選獎6：蔡宜縈同學（ AI組）\n專題名稱：綠星之後：米其林綠星餐廳的評分探析\n指導教授：洪炯宗老師\n●以下同學請至系辦領取精美禮品~~\n請於114.9.5（五）17:00前至系辦領取，逾時則視為放棄。\n1.人氣獎：張巧柔同學\n專題名稱：字裡行間的溫暖 - 利用 RoBERTa 模型分析 PTT 美容保養板之同理心展現與語言特徵\n2.人氣獎：張信富、趙啟翔、鄧博元同學\n專題名稱：基於多專業嵌入模型之裁判書檢索方法\n3.人氣獎：張高睿、詹宸安同學\n專題名稱：影像生成在遠距離船隻辨識的應用\n3.人氣獎：詹惟勻、許紹芃同學\n專題名稱：Toward an AI-Powered Personalized Chronic Wound Analytics and Care Guidance System for Telemedicine\n3.人氣獎：朱家亨同學\n專題名稱：YOLO與DETR模型差異分析及對即時物件偵測影響之文獻回顧與理論探討\n票選抽獎：資工碩一吳祐葳、資工碩一陳佳妤、資工3B張巧柔\n分享\n標籤
得獎訊息,1131學期書卷獎(1122學期成績優異)得獎名單,2025-03-10,https://www.csie.ncu.edu.tw/announcement/e0d557c71951930d8694198e4f84d9ee,1131學期書卷獎(1122學期成績優異)得獎名單,,"1131學期書卷獎(1122學期成績優異)得獎名單\n2025-03-10 11:47:35\n二年級\n賴姵妤 陳俊瑋 游婷安 劉蘊慈 陳霆翰\n三年級\n丁時揚 李崑銘 吳畬 許哲瑋 姜泓緯 許煜祥\n四年級\n陳永軒 盧韋仲 吳尚璇 范家齊 曹育瑄 袁梓曛\n所有獲獎同學請至系辦簽名確認撥帳資料。許哲瑋、陳霆翰同學請至系辦補填""本人""之撥帳資料(若為銀行帳戶請提供存摺封面影本)，若為郵局帳戶請同時至以下路徑登錄:\nportal-便捷窗口-服務櫃台(iNCU)-教務專區-學籍/註冊-學籍登陸-Step3:其他非固定基本資料\n本學期將於生輔組舉辦之各項獎學金頒獎典禮頒發書卷獎，典禮時間為113/12/24(二)11:00-12:00，地點為教研大樓羅家倫講堂，有意者擔任受獎代表者請向系辦登記。\n分享\n標籤"
