表3-1 班級數統計,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
97,0008,國立中央大學,D,M,340201,    會計研究所碩士班,1,1,,,,,,
97,0008,國立中央大學,D,M,520101,    電機工程學系碩士班,2,1,1,,,,,
97,0008,國立中央大學,D,M,520114,    資訊工程學系碩士班,2,1,1,,,,,
97,0008,國立中央大學,D,M,520126,    通訊工程學系碩士班,2,1,1,,,,,
97,0008,國立中央大學,D,M,140805,    網路學習科技研究所碩士班,2,1,1,,,,,
97,0008,國立中央大學,D,M,480306,    軟體工程研究所碩士班,2,1,1,,,,,
97,0008,國立中央大學,D,M,440402,    大氣物理研究所碩士班,2,1,1,,,,,
97,0008,國立中央大學,D,M,440209,    地球物理研究所碩士班,2,1,1,,,,,
97,0008,國立中央大學,D,M,440603,    太空科學研究所碩士班,2,1,1,,,,,
97,0008,國立中央大學,D,M,440204,    應用地質研究所碩士班,2,1,1,,,,,
97,0008,國立中央大學,D,M,440207,    水文與海洋科學研究所碩士班,2,1,1,,,,,
97,0008,國立中央大學,D,M,310723,    客家社會文化研究所碩士班,2,1,1,,,,,
97,0008,國立中央大學,D,M,220103,    客家語文研究所碩士班,2,1,1,,,,,
97,0008,國立中央大學,D,M,310403,    客家政治經濟研究所碩士班,2,1,1,,,,,
97,0008,國立中央大學,D,M,380103,    法律與政府研究所碩士班,2,1,1,,,,,
97,0008,國立中央大學,N,M,SUBT3,碩士在職專班           共計,64,22,22,20,0,,,
97,0008,國立中央大學,N,M,220201,    中國文學系碩士在職專班,3,1,1,1,,,,
97,0008,國立中央大學,N,M,221101,    哲學研究所碩士在職專班,3,1,1,1,,,,
97,0008,國立中央大學,N,M,220901,    歷史研究所碩士在職專班,3,1,1,1,,,,
97,0008,國立中央大學,N,M,520108,    光電科學與工程學系碩士在職專班,3,1,1,1,,,,
97,0008,國立中央大學,N,M,520301,    土木工程學系碩士在職專班,3,1,1,1,,,,
97,0008,國立中央大學,N,M,520201,    機械工程學系碩士在職專班,3,1,1,1,,,,
97,0008,國立中央大學,N,M,349927,    營建管理研究所碩士在職專班,2,1,1,,,,,
97,0008,國立中央大學,N,M,520901,    環境工程研究所碩士在職專班,6,2,2,2,,,,
97,0008,國立中央大學,N,M,520911,    國際永續發展碩士在職專班,2,1,1,,,,,
97,0008,國立中央大學,N,M,340318,    管理學院高階主管企管碩士班,6,2,2,2,,,,
97,0008,國立中央大學,N,M,340301,    企業管理學系碩士在職專班,3,1,1,1,,,,
97,0008,國立中央大學,N,M,480109,    資訊管理學系碩士在職專班,3,1,1,1,,,,
97,0008,國立中央大學,N,M,310104,    產業經濟研究所碩士在職專班,3,1,1,1,,,,
97,0008,國立中央大學,N,M,349906,    工業管理研究所碩士在職專班,3,1,1,1,,,,
97,0008,國立中央大學,N,M,349919,    人力資源管理研究所碩士在職專班,3,1,1,1,,,,
97,0008,國立中央大學,N,M,340501,    財務金融學系碩士在職專班,3,1,1,1,,,,
97,0008,國立中央大學,N,M,520101,    電機工程學系碩士在職專班,3,1,1,1,,,,
97,0008,國立中央大學,N,M,520114,    資訊工程學系碩士在職專班,3,1,1,1,,,,
97,0008,國立中央大學,N,M,520126,    通訊工程學系碩士在職專班,3,1,1,1,,,,
97,0008,國立中央大學,N,M,310403,    客家研究碩士在職專班,3,1,1,1,,,,
97,0008,國立中央大學,D,D,SUBT4,博士班           共計,64,33,31,0,0,,,
97,0008,國立中央大學,D,D,220201,    中國文學系博士班,2,1,1,,,,,
97,0008,國立中央大學,D,D,221101,    哲學研究所博士班,2,1,1,,,,,
97,0008,國立中央大學,D,D,140111,    學習與教學研究所博士班,2,1,1,,,,,
97,0008,國立中央大學,D,D,460101,    數學系博士班,2,1,1,,,,,
97,0008,國立中央大學,D,D,440301,    物理學系博士班,2,1,1,,,,,
97,0008,國立中央大學,D,D,440101,    化學學系博士班,2,1,1,,,,,
97,0008,國立中央大學,D,D,420103,    生命科學系博士班,2,1,1,,,,,
97,0008,國立中央大學,D,D,460201,    統計研究所博士班,2,1,1,,,,,
97,0008,國立中央大學,D,D,520108,    光電科學與工程學系博士班,2,1,1,,,,,
97,0008,國立中央大學,D,D,440601,    天文研究所博士班,2,1,1,,,,,
97,0008,國立中央大學,D,D,420604,    生物資訊與系統生物研究所博士班,2,1,1,,,,,
97,0008,國立中央大學,D,D,520301,    土木工程學系博士班,2,1,1,,,,,
97,0008,國立中央大學,D,D,520201,    機械工程學系博士班,2,1,1,,,,,
97,0008,國立中央大學,D,D,520403,    化學工程與材料工程學系博士班,2,1,1,,,,,
97,0008,國立中央大學,D,D,349927,    營建管理研究所博士班,2,1,1,,,,,
97,0008,國立中央大學,D,D,520901,    環境工程研究所博士班,2,1,1,,,,,
97,0008,國立中央大學,D,D,520502,    材料科學與工程研究所博士班,1,1,,,,,,
97,0008,國立中央大學,D,D,340301,    企業管理學系博士班,2,1,1,,,,,
97,0008,國立中央大學,D,D,480109,    資訊管理學系博士班,2,1,1,,,,,
97,0008,國立中央大學,D,D,310104,    產業經濟研究所博士班,2,1,1,,,,,
97,0008,國立中央大學,D,D,349906,    工業管理研究所博士班,2,1,1,,,,,
97,0008,國立中央大學,D,D,349919,    人力資源管理研究所博士班,2,1,1,,,,,
97,0008,國立中央大學,D,D,340501,    財務金融學系博士班,2,1,1,,,,,
97,0008,國立中央大學,D,D,310101,    經濟學系博士班,2,1,1,,,,,
97,0008,國立中央大學,D,D,520101,    電機工程學系博士班,2,1,1,,,,,
97,0008,國立中央大學,D,D,520114,    資訊工程學系博士班,2,1,1,,,,,
97,0008,國立中央大學,D,D,520126,    通訊工程學系博士班,2,1,1,,,,,
97,0008,國立中央大學,D,D,140805,    網路學習科技研究所博士班,2,1,1,,,,,
97,0008,國立中央大學,D,D,440402,    大氣物理研究所博士班,2,1,1,,,,,
97,0008,國立中央大學,D,D,440209,    地球物理研究所博士班,2,1,1,,,,,
97,0008,國立中央大學,D,D,440603,    太空科學研究所博士班,2,1,1,,,,,
97,0008,國立中央大學,D,D,440204,    應用地質研究所博士班,1,1,,,,,,
97,0008,國立中央大學,D,D,440207,    水文與海洋科學研究所博士班,2,1,1,,,,,
97,0008,國立中央大學,D,M,SUBT5,碩士產業研發專班           共計,6,1,2,2,1,,,
97,0008,國立中央大學,D,M,529988,    光電科學與工程學系光電產業研發碩士專班,1,,,1,,,,
97,0008,國立中央大學,D,M,520188,    光電科學與工程學系光電顯示產業研發碩士專班,1,,1,,,,,
97,0008,國立中央大學,D,M,529988,    機械工程學系機電整合產業研發碩士專班,1,,,1,,,,
97,0008,國立中央大學,D,M,520188,    資訊工程學系嵌入式系統產業研發碩士專班,1,,,,1,,,
97,0008,國立中央大學,D,M,520188,    資電學院嵌入式系統產業研發碩士外國學生專班,1,1,,,,,,
97,0008,國立中央大學,D,M,520188,    電機工程學系電子產業研發碩士專班,1,,1,,,,,
