表4-1  科系別學生人數統計(依據100/10/15在學學生資料-不含交換生及休學生),Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
學年度,學校代碼,學校名稱,日夜別,等級別,科系代碼,科系名稱,學生數總計,,,一年級,,二年級,,三年級,,四年級,,五年級,,六年級,,七年級,,延修生,
,,,,,,,計,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女
YEAR,SCODE,SNAME,DNS,LEVEL,BCODE,BNAME,T,M,F,M1,F1,M2,F2,M3,F3,M4,F4,M5,F5,M6,F6,M7,F7,M8,F8
100,0008,國立中央大學,D,M,340310,英語商業管理碩士學位學程,12,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0008,國立中央大學,D,M,520101,電機工程學系碩士班,257,218,39,101,20,94,17,22,2,1,0,0,0,0,0,0,0,0,0
100,0008,國立中央大學,D,M,520114,資訊工程學系碩士班,218,169,49,76,29,79,18,11,2,3,0,0,0,0,0,0,0,0,0
100,0008,國立中央大學,D,M,520126,通訊工程學系碩士班,106,83,23,35,16,42,7,5,0,1,0,0,0,0,0,0,0,0,0
100,0008,國立中央大學,D,M,140805,網路學習科技研究所碩士班,33,18,15,9,7,9,8,0,0,0,0,0,0,0,0,0,0,0,0
100,0008,國立中央大學,D,M,480306,資訊工程學系軟體工程碩士班,21,18,3,9,2,9,1,0,0,0,0,0,0,0,0,0,0,0,0
100,0008,國立中央大學,D,M,440402,大氣物理研究所碩士班,60,36,24,18,8,11,13,4,3,3,0,0,0,0,0,0,0,0,0
100,0008,國立中央大學,D,M,440209,地球物理研究所碩士班,46,30,16,14,7,14,6,1,2,1,1,0,0,0,0,0,0,0,0
100,0008,國立中央大學,D,M,440603,太空科學研究所碩士班,44,34,10,17,5,15,4,1,1,1,0,0,0,0,0,0,0,0,0
100,0008,國立中央大學,D,M,440204,應用地質研究所碩士班,32,24,8,13,3,10,4,1,1,0,0,0,0,0,0,0,0,0,0
100,0008,國立中央大學,D,M,440207,水文與海洋科學研究所碩士班,24,18,6,4,0,7,6,5,0,2,0,0,0,0,0,0,0,0,0
100,0008,國立中央大學,D,M,310723,客家社會文化研究所碩士班,35,13,22,4,5,3,4,2,5,3,8,0,0,0,0,0,0,1,0
100,0008,國立中央大學,D,M,220103,客家語文研究所碩士班,36,8,28,2,6,1,6,1,7,3,9,0,0,0,0,0,0,1,0
100,0008,國立中央大學,D,M,310403,客家政治經濟研究所碩士班,25,8,17,4,4,0,9,0,2,3,2,0,0,0,0,0,0,1,0
100,0008,國立中央大學,D,M,380103,法律與政府研究所碩士班,42,17,25,4,7,3,9,6,4,4,5,0,0,0,0,0,0,0,0
100,0008,國立中央大學,V,M,SUBT3,碩士在職專班              共計,1483,1027,456,327,167,359,147,166,73,98,37,0,0,0,0,0,0,77,32
100,0008,國立中央大學,V,M,220201,中國文學系碩士在職專班,63,11,52,1,10,4,11,2,13,4,9,0,0,0,0,0,0,0,9
100,0008,國立中央大學,V,M,221101,哲學研究所碩士在職專班,32,12,20,5,5,2,4,1,2,2,4,0,0,0,0,0,0,2,5
100,0008,國立中央大學,V,M,220901,歷史研究所碩士在職專班,70,34,36,13,8,9,13,3,8,7,2,0,0,0,0,0,0,2,5
100,0008,國立中央大學,V,M,520106,光電科學與工程學系碩士在職專班,54,49,5,14,1,14,0,11,2,8,2,0,0,0,0,0,0,2,0
100,0008,國立中央大學,V,M,520301,土木工程學系碩士在職專班,68,62,6,24,3,27,3,6,0,3,0,0,0,0,0,0,0,2,0
100,0008,國立中央大學,V,M,520201,機械工程學系碩士在職專班,98,96,2,30,0,25,0,18,1,10,1,0,0,0,0,0,0,13,0
100,0008,國立中央大學,V,M,349927,營建管理研究所碩士在職專班,39,30,9,10,2,10,3,6,3,2,1,0,0,0,0,0,0,2,0
100,0008,國立中央大學,V,M,520901,環境工程研究所碩士在職專班,83,64,19,17,7,23,5,12,1,7,4,0,0,0,0,0,0,5,2
100,0008,國立中央大學,V,M,520911,國際永續發展碩士在職專班,16,9,7,3,4,4,3,1,0,1,0,0,0,0,0,0,0,0,0
100,0008,國立中央大學,V,M,349939,管理學院高階主管企管碩士班,186,157,29,67,17,68,6,13,3,2,2,0,0,0,0,0,0,7,1
100,0008,國立中央大學,V,M,340301,企業管理學系碩士在職專班,72,29,43,6,19,13,14,7,9,1,0,0,0,0,0,0,0,2,1
100,0008,國立中央大學,V,M,480109,資訊管理學系碩士在職專班,60,46,14,23,7,23,7,0,0,0,0,0,0,0,0,0,0,0,0
100,0008,國立中央大學,V,M,310104,產業經濟研究所碩士在職專班,80,41,39,14,10,7,14,13,11,5,1,0,0,0,0,0,0,2,3
100,0008,國立中央大學,V,M,349906,工業管理研究所碩士在職專班,79,56,23,19,10,25,6,5,4,5,1,0,0,0,0,0,0,2,2
100,0008,國立中央大學,V,M,349919,人力資源管理研究所碩士在職專班,64,20,44,10,21,8,19,2,1,0,3,0,0,0,0,0,0,0,0
100,0008,國立中央大學,V,M,340501,財務金融學系碩士在職專班,61,27,34,12,18,13,16,2,0,0,0,0,0,0,0,0,0,0,0
100,0008,國立中央大學,V,M,520101,電機工程學系碩士在職專班,75,73,2,1,0,26,1,22,0,13,0,0,0,0,0,0,0,11,1
100,0008,國立中央大學,V,M,520114,資訊工程學系碩士在職專班,108,90,18,24,5,25,3,14,6,15,2,0,0,0,0,0,0,12,2
100,0008,國立中央大學,V,M,520126,通訊工程學系碩士在職專班,95,88,7,24,0,23,2,22,3,9,2,0,0,0,0,0,0,10,0
100,0008,國立中央大學,V,M,310403,客家研究碩士在職專班,80,33,47,10,20,10,17,6,6,4,3,0,0,0,0,0,0,3,1
100,0008,國立中央大學,D,D,SUBT4,博士班              共計,1469,1164,305,192,61,175,50,208,40,176,55,181,41,114,22,112,34,6,2
100,0008,國立中央大學,D,D,220201,中國文學系博士班,55,23,32,2,6,5,4,5,5,5,4,3,5,3,6,0,2,0,0
100,0008,國立中央大學,D,D,221101,哲學研究所博士班,51,26,25,4,4,5,4,3,4,4,4,6,3,2,2,2,4,0,0
100,0008,國立中央大學,D,D,140111,學習與教學研究所博士班,23,12,11,4,1,2,2,2,1,4,4,0,3,0,0,0,0,0,0
100,0008,國立中央大學,D,D,460101,數學系博士班,27,23,4,6,1,1,1,5,0,2,2,3,0,3,0,3,0,0,0
100,0008,國立中央大學,D,D,440301,物理學系博士班,50,43,7,8,1,7,0,5,1,11,4,9,1,2,0,1,0,0,0
100,0008,國立中央大學,D,D,440101,化學學系博士班,37,33,4,6,2,7,1,4,1,6,0,7,0,2,0,1,0,0,0
100,0008,國立中央大學,D,D,420103,生命科學系博士班,42,27,15,7,3,5,5,7,1,5,1,1,3,2,0,0,2,0,0
100,0008,國立中央大學,D,D,460201,統計研究所博士班,13,8,5,1,0,1,0,0,1,2,0,1,2,3,0,0,2,0,0
100,0008,國立中央大學,D,D,520106,光電科學與工程學系博士班,77,70,7,17,2,8,0,10,0,12,2,9,1,6,0,8,2,0,0
100,0008,國立中央大學,D,D,310510,認知與神經科學研究所博士班,3,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0008,國立中央大學,D,D,440601,天文研究所博士班,20,15,5,1,0,1,1,2,0,4,2,2,0,3,2,2,0,0,0
100,0008,國立中央大學,D,D,440304,物理學系生物物理博士班,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0008,國立中央大學,D,D,420604,系統生物與生物資訊研究所博士班,26,16,10,0,3,3,4,1,1,4,2,6,0,2,0,0,0,0,0
100,0008,國立中央大學,D,D,520301,土木工程學系博士班,79,71,8,13,2,9,2,9,2,7,0,10,2,5,0,16,0,2,0
100,0008,國立中央大學,D,D,520201,機械工程學系博士班,138,134,4,15,1,16,0,20,0,14,2,23,0,25,1,21,0,0,0
100,0008,國立中央大學,D,D,520403,化學工程與材料工程學系博士班,39,36,3,6,3,7,0,10,0,6,0,4,0,2,0,1,0,0,0
100,0008,國立中央大學,D,D,349927,營建管理研究所博士班,17,13,4,1,2,3,1,4,1,2,0,2,0,1,0,0,0,0,0
100,0008,國立中央大學,D,D,520901,環境工程研究所博士班,16,11,5,1,0,1,0,3,0,2,3,3,1,0,1,1,0,0,0
100,0008,國立中央大學,D,D,520229,機械工程學系光機電工程博士班,4,4,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
100,0008,國立中央大學,D,D,521309,能源工程研究所博士班,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0008,國立中央大學,D,D,520502,材料科學與工程研究所博士班,12,10,2,3,1,1,1,4,0,2,0,0,0,0,0,0,0,0,0
100,0008,國立中央大學,D,D,340301,企業管理學系博士班,131,86,45,16,10,15,7,15,8,16,9,12,6,8,1,4,4,0,0
100,0008,國立中央大學,D,D,480109,資訊管理學系博士班,64,47,17,4,2,6,2,8,3,10,1,9,2,6,4,3,2,1,1
100,0008,國立中央大學,D,D,310104,產業經濟研究所博士班,21,8,13,0,2,0,0,3,0,1,1,3,2,1,2,0,5,0,1
100,0008,國立中央大學,D,D,349906,工業管理研究所博士班,22,18,4,2,2,3,1,6,0,2,0,3,0,1,1,1,0,0,0
100,0008,國立中央大學,D,D,349919,人力資源管理研究所博士班,20,8,12,3,1,0,0,2,2,3,5,0,2,0,0,0,2,0,0
100,0008,國立中央大學,D,D,340501,財務金融學系博士班,20,13,7,1,0,3,3,1,1,2,1,1,0,1,0,4,2,0,0
100,0008,國立中央大學,D,D,310101,經濟學系博士班,17,8,9,0,0,1,2,3,1,1,3,2,1,1,1,0,1,0,0
100,0008,國立中央大學,D,D,520101,電機工程學系博士班,138,131,7,17,1,22,1,24,2,14,1,26,1,10,0,18,1,0,0
100,0008,國立中央大學,D,D,520114,資訊工程學系博士班,114,105,9,19,2,13,1,17,2,16,1,18,2,9,0,13,1,0,0
100,0008,國立中央大學,D,D,520126,通訊工程學系博士班,47,45,2,6,0,5,1,8,0,8,0,6,1,5,0,6,0,1,0
100,0008,國立中央大學,D,D,140805,網路學習科技研究所博士班,28,23,5,5,2,6,1,3,1,2,0,6,0,1,1,0,0,0,0
100,0008,國立中央大學,D,D,440402,大氣物理研究所博士班,18,13,5,3,0,2,2,3,0,2,1,0,1,0,0,2,1,1,0
100,0008,國立中央大學,D,D,440209,地球物理研究所博士班,32,26,6,5,0,3,3,6,0,1,0,3,2,5,0,3,1,0,0
100,0008,國立中央大學,D,D,440603,太空科學研究所博士班,37,35,2,8,0,6,0,6,0,5,1,2,0,5,0,2,1,1,0
100,0008,國立中央大學,D,D,440204,應用地質研究所博士班,13,8,5,2,1,3,0,3,2,0,1,0,0,0,0,0,1,0,0
100,0008,國立中央大學,D,D,440207,水文與海洋科學研究所博士班,4,4,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
100,0008,國立中央大學,D,D,440213,地球系統科學國際研究生博士學位學程,9,6,3,1,3,2,0,3,0,0,0,0,0,0,0,0,0,0,0
100,0008,國立中央大學,D,D,311023,公共事務與族群研究博士學位學程,3,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0008,國立中央大學,D,M,SUBT5,產業研發碩士專班              共計,5,4,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
100,0008,國立中央大學,D,M,520188,光電科學與工程學系光電產業研發碩士專班,5,4,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
